Iteration 230000: Loss = -212639.5938, Positive Balance Years =  20, Premiums = [  40393.38,   52786.27,   17536.48,   18494.01,   26111.73,   41333.80,   33087.21,   52571.43,   29954.26,   38558.68,   24749.98,   28623.37,   11406.29,   20576.81,   28726.57,   41884.83,   52505.45,   59195.12,   28729.14,   36190.04]
Iteration 240000: Loss = -212739.3594, Positive Balance Years =  20, Premiums = [  40572.67,   52911.83,   17605.51,   18508.31,   26074.45,   41246.79,   32953.30,   52400.12,   29757.19,   38351.45,   24559.00,   28487.55,   11348.87,   20601.92,   28836.77,   42081.38,   52776.48,   59536.50,   29136.81,   36660.46]
Iteration 250000: Loss = -212754.1094, Positive Balance Years =  20, Premiums = [  40765.38,   53049.14,   17684.89,   18531.79,   26045.01,   41166.46,   32824.88,   52233.43,   29564.10,   38147.85,   24372.05,   28357.10,   11298.88,   20636.61,   28958.46,   42291.54,   53062.98,   59895.07,   29563.41,   37151.25]
Iteration 260000: Loss = -212949.9219, Positive Balance Years =  20, Premiums = [  40934.47,   53164.36,   17743.74,   18536.18,   25997.94,   41069.79,   32681.54,   52052.82,   29357.70,   37931.23,   24171.68,   28211.72,   11231.76,   20651.85,   29058.38,   42477.41,   53323.34,   60225.50,   29960.17,   37610.53]
Iteration 270000: Loss = -213053.0312, Positive Balance Years =  20, Premiums = [  41111.59,   53288.14,   17811.53,   18549.56,   25960.25,   40982.75,   32548.03,   51882.04,   29161.46,   37724.68,   23981.45,   28076.27,   11174.03,   20676.05,   29166.84,   42671.57,   53591.36,   60563.10,   30363.71,   38076.12]
Iteration 280000: Loss = -213159.0625, Positive Balance Years =  20, Premiums = [  41300.34,   53420.07,   17883.86,   18564.34,   25920.64,   40890.60,   32406.60,   51701.32,   28953.38,   37505.96,   23779.87,   27932.68,   11113.11,   20702.10,   29282.48,   42878.00,   53876.23,   60922.33,   30792.84,   38571.29]
Iteration 290000: Loss = -213274.0781, Positive Balance Years =  20, Premiums = [  41491.20,   53553.04,   17956.61,   18578.85,   25880.11,   40796.74,   32262.96,   51518.21,   28742.50,   37284.21,   23575.26,   27786.95,   11051.08,   20728.10,   29399.08,   43086.62,   54164.30,   61285.51,   31226.93,   39072.27]
Iteration 300000: Loss = -213380.0312, Positive Balance Years =  19, Premiums = [  41675.52,   53681.86,   18027.06,   18593.02,   25841.18,   40706.61,   32124.45,   51341.19,   28538.90,   37070.00,   23377.82,   27646.39,   10991.31,   20753.30,   29511.88,   43288.28,   54442.62,   61636.62,   31646.37,   39556.57]
Iteration 310000: Loss = -213484.0312, Positive Balance Years =  20, Premiums = [  41868.82,   53816.70,   18101.41,   18608.78,   25801.44,   40613.45,   31980.94,   51157.86,   28327.55,   36847.78,   23172.87,   27500.69,   10929.89,   20780.55,   29630.52,   43499.32,   54733.74,   62003.48,   32084.51,   40062.01]
Iteration 320000: Loss = -213587.3906, Positive Balance Years =  20, Premiums = [  42049.96,   53943.23,   18170.81,   18622.83,   25763.41,   40525.07,   31845.18,   50984.09,   28127.71,   36637.38,   22979.21,   27362.88,   10871.41,   20805.59,   29741.44,   43697.68,   55007.45,   62348.53,   32496.68,   40537.37]
Iteration 330000: Loss = -213695.6562, Positive Balance Years =  20, Premiums = [  42235.51,   54072.76,   18241.73,   18637.21,   25724.33,   40434.48,   31706.06,   50806.13,   27923.14,   36422.12,   22780.73,   27221.66,   10811.47,   20831.12,   29854.97,   43900.64,   55287.45,   62701.52,   32918.55,   41024.14]
Iteration 340000: Loss = -213763.4219, Positive Balance Years =  20, Premiums = [  42413.69,   54198.05,   18312.12,   18654.09,   25690.88,   40352.46,   31578.35,   50641.77,   27733.71,   36222.61,   22597.27,   27091.93,   10758.41,   20858.55,   29965.49,   44095.23,   55554.84,   63037.53,   33319.29,   41485.95]
Iteration 350000: Loss = -213903.5938, Positive Balance Years =  20, Premiums = [  42595.13,   54323.54,   18379.42,   18664.96,   25648.55,   40258.65,   31436.29,   50461.05,   27526.49,   36004.78,   22396.19,   26947.70,   10695.24,   20880.53,   30075.22,   44294.02,   55830.30,   63385.66,   33736.11,   41967.75]
Iteration 360000: Loss = -213953.1562, Positive Balance Years =  20, Premiums = [  42778.38,   54453.10,   18452.74,   18683.81,   25616.17,   40176.67,   31307.79,   50295.32,   27335.12,   35803.22,   22210.76,   26817.15,   10642.71,   20910.11,   30189.56,   44494.00,   56104.45,   63729.84,   34146.46,   42440.54]
Iteration 370000: Loss = -214066.6406, Positive Balance Years =  20, Premiums = [  42957.62,   54578.04,   18520.65,   18696.75,   25577.20,   40087.43,   31171.36,   50121.45,   27135.25,   35593.06,   22016.86,   26678.68,   10583.32,   20933.85,   30298.82,   44690.26,   56375.70,   64071.96,   34555.27,   42912.75]
Iteration 380000: Loss = -214215.7344, Positive Balance Years =  20, Premiums = [  43134.39,   54700.42,   18585.87,   18706.63,   25534.94,   39994.68,   31031.22,   49943.28,   26931.11,   35378.36,   21818.91,   26536.46,   10520.57,   20954.72,   30405.59,   44884.59,   56645.23,   64412.92,   34963.21,   43384.25]
Iteration 390000: Loss = -214317.1250, Positive Balance Years =  20, Premiums = [  43320.05,   54830.14,   18657.12,   18721.32,   25496.35,   39904.59,   30892.63,   49766.20,   26727.23,   35163.96,   21621.18,   26395.80,   10461.08,   20980.67,   30519.55,   45087.88,   56925.31,   64765.97,   35384.96,   43871.16]
Iteration 400000: Loss = -214424.6875, Positive Balance Years =  20, Premiums = [  43507.11,   54960.85,   18728.78,   18735.79,   25457.01,   39813.19,   30752.18,   49586.63,   26520.75,   34946.61,   21420.90,   26253.23,   10400.55,   21006.38,   30634.16,   45292.61,   57208.03,   65122.16,   35810.47,   44362.45]
Iteration 410000: Loss = -214534.5312, Positive Balance Years =  19, Premiums = [  43685.83,   55085.39,   18796.61,   18748.94,   25418.52,   39724.53,   30616.73,   49413.46,   26321.86,   34737.43,   21228.12,   26115.69,   10341.71,   21030.30,   30743.33,   45488.13,   57478.40,   65462.85,   36217.91,   44832.68]
Iteration 420000: Loss = -214636.5625, Positive Balance Years =  20, Premiums = [  43870.49,   55214.60,   18867.43,   18763.55,   25380.02,   39635.02,   30478.82,   49237.01,   26118.84,   34523.89,   21031.44,   25975.78,   10282.51,   21056.15,   30856.62,   45690.20,   57757.05,   65814.58,   36637.48,   45316.88]
Iteration 430000: Loss = -214744.5625, Positive Balance Years =  20, Premiums = [  44058.55,   55346.10,   18939.67,   18778.38,   25340.68,   39543.51,   30338.05,   49057.18,   25911.87,   34306.20,   20830.69,   25832.98,   10222.08,   21082.32,   30971.92,   45896.14,   58041.00,   66173.38,   37065.34,   45810.43]
Iteration 440000: Loss = -214846.3750, Positive Balance Years =  20, Premiums = [  44237.80,   55471.50,   19008.31,   18792.39,   25302.97,   39456.07,   30203.66,   48885.32,   25714.13,   34098.27,   20638.98,   25696.46,   10164.25,   21107.23,   31081.81,   46092.58,   58311.89,   66514.58,   37472.98,   46280.91]
Iteration 450000: Loss = -214947.1875, Positive Balance Years =  20, Premiums = [  44424.10,   55601.69,   19079.34,   18806.38,   25263.17,   39364.18,   30062.96,   48705.75,   25507.44,   33881.09,   20438.64,   25553.68,   10103.41,   21132.56,   31195.78,   46296.88,   58593.85,   66871.09,   37897.71,   46771.52]
Iteration 460000: Loss = -215049.1562, Positive Balance Years =  20, Premiums = [  44610.32,   55731.57,   19150.39,   18820.72,   25223.77,   39273.16,   29923.01,   48527.19,   25302.00,   33664.91,   20239.29,   25411.60,   10043.04,   21158.11,   31309.70,   46500.37,   58874.96,   67225.82,   38321.00,   47260.14]
Iteration 470000: Loss = -215164.2500, Positive Balance Years =  20, Premiums = [  44795.12,   55860.57,   19221.58,   18835.70,   25185.79,   39184.06,   29785.79,   48351.47,   25099.73,   33452.10,   20043.36,   25272.29,    9984.37,   21184.23,   31423.17,   46702.53,   59153.50,   67577.83,   38740.11,   47743.88]
Iteration 480000: Loss = -215266.2031, Positive Balance Years =  20, Premiums = [  44969.80,   55982.76,   19288.37,   18849.08,   25148.62,   39098.32,   29654.14,   48183.02,   24906.30,   33248.44,   19855.83,   25138.72,    9927.53,   21208.04,   31530.11,   46894.02,   59417.84,   67910.77,   39138.05,   48203.28]
Iteration 490000: Loss = -215365.1562, Positive Balance Years =  20, Premiums = [  45156.64,   56113.14,   19359.67,   18863.25,   25108.89,   39006.45,   29513.33,   48003.04,   24699.47,   33030.82,   19655.31,   24995.86,    9866.69,   21233.45,   31644.51,   47098.69,   59700.37,   68267.86,   39563.77,   48694.43]
Iteration 500000: Loss = -215482.5625, Positive Balance Years =  20, Premiums = [  45348.98,   56247.43,   19433.51,   18878.56,   25068.89,   38913.11,   29369.64,   47819.48,   24488.23,   32808.58,   19450.34,   24849.99,    9805.03,   21260.29,   31762.41,   47309.10,   59990.57,   68634.91,   40000.67,   49198.62]
Iteration 510000: Loss = -215601.3438, Positive Balance Years =  20, Premiums = [  45545.22,   56384.05,   19508.06,   18893.24,   25026.87,   38816.72,   29221.58,   47630.64,   24270.96,   32579.90,   19239.39,   24699.65,    9740.93,   21286.93,   31882.23,   47523.45,   60286.77,   69008.52,   40446.93,   49713.87]
Iteration 520000: Loss = -215695.2812, Positive Balance Years =  20, Premiums = [  45722.14,   56508.17,   19576.36,   18907.80,   24990.62,   38731.75,   29090.27,   47462.41,   24077.38,   32376.45,   19051.81,   24566.34,    9684.81,   21312.05,   31990.93,   47716.95,   60553.51,   69344.39,   40848.67,   50177.07]
Iteration 530000: Loss = -215799.1250, Positive Balance Years =  20, Premiums = [  45898.69,   56631.31,   19643.93,   18921.35,   24953.26,   38645.32,   28957.51,   47292.70,   23882.24,   32171.52,   18862.66,   24431.61,    9627.55,   21336.34,   32099.08,   47910.17,   60820.57,   69680.85,   41250.53,   50640.72]
Iteration 540000: Loss = -215903.6250, Positive Balance Years =  20, Premiums = [  46073.02,   56752.88,   19710.31,   18934.31,   24915.90,   38558.96,   28825.67,   47124.13,   23688.58,   31968.17,   18674.93,   24297.77,    9570.41,   21359.84,   32205.64,   48101.04,   61084.34,   70013.38,   41647.95,   51099.04]
Iteration 550000: Loss = -216005.0469, Positive Balance Years =  20, Premiums = [  46256.62,   56881.13,   19780.81,   18948.98,   24877.71,   38469.91,   28688.70,   46948.87,   23486.93,   31756.36,   18479.52,   24158.74,    9511.62,   21385.49,   32318.27,   48302.00,   61361.59,   70362.38,   42065.05,   51580.20]
Iteration 560000: Loss = -216109.4219, Positive Balance Years =  20, Premiums = [  46437.69,   57007.67,   19850.16,   18962.87,   24839.65,   38381.27,   28552.79,   46775.16,   23287.17,   31546.27,   18285.69,   24020.81,    9452.99,   21410.45,   32429.09,   48500.08,   61635.09,   70707.25,   42477.15,   52055.39]
Iteration 570000: Loss = -216220.0000, Positive Balance Years =  19, Premiums = [  46621.08,   57135.79,   19920.05,   18976.57,   24800.40,   38290.64,   28414.08,   46598.34,   23083.50,   31332.15,   18088.22,   23880.03,    9392.92,   21435.26,   32541.44,   48701.38,   61912.81,   71057.52,   42895.59,   52538.13]
Iteration 580000: Loss = -216326.7500, Positive Balance Years =  20, Premiums = [  46808.54,   57266.88,   19991.87,   18991.47,   24761.46,   38199.76,   28274.24,   46419.39,   22877.49,   31115.71,   17888.64,   23738.06,    9332.84,   21461.36,   32656.37,   48906.44,   62195.74,   71414.77,   43321.45,   53029.58]
Iteration 590000: Loss = -216424.6094, Positive Balance Years =  20, Premiums = [  47004.86,   57404.56,   20068.02,   19008.30,   24722.28,   38106.61,   28130.19,   46234.89,   22664.85,   30892.08,   17682.43,   23591.89,    9271.84,   21490.10,   32777.45,   49121.23,   62491.25,   71787.41,   43765.57,   53541.88]
Iteration 600000: Loss = -216511.4062, Positive Balance Years =  20, Premiums = [  47195.47,   57538.17,   20142.07,   19024.50,   24683.94,   38015.68,   27989.75,   46055.07,   22457.59,   30674.24,   17481.53,   23449.34,    9212.21,   21517.78,   32895.27,   49330.00,   62778.83,   72149.82,   44197.71,   54040.27]
Iteration 610000: Loss = -216632.5781, Positive Balance Years =  20, Premiums = [  47391.41,   57674.40,   20216.39,   19038.81,   24641.57,   37918.86,   27841.19,   45865.53,   22239.68,   30445.22,   17270.14,   23298.54,    9147.71,   21543.97,   33015.29,   49544.14,   63074.69,   72523.95,   44643.89,   54555.67]
Iteration 620000: Loss = -216760.9844, Positive Balance Years =  20, Premiums = [  47571.30,   57799.21,   20283.76,   19050.63,   24600.79,   37827.36,   27702.17,   45688.49,   22036.33,   30231.47,   17072.76,   23157.45,    9086.44,   21566.64,   33124.73,   49741.03,   63347.59,   72868.13,   45055.90,   55031.41]
Iteration 630000: Loss = -216870.2656, Positive Balance Years =  20, Premiums = [  47756.69,   57928.43,   20354.54,   19064.80,   24561.28,   37736.25,   27562.54,   45510.21,   21831.21,   30015.88,   16873.81,   23015.72,    9026.12,   21591.98,   33238.45,   49943.88,   63627.68,   73221.92,   45478.15,   55518.53]
Iteration 640000: Loss = -216973.2031, Positive Balance Years =  20, Premiums = [  47942.99,   58058.71,   20426.18,   19079.66,   24522.62,   37646.00,   27423.59,   45332.46,   21626.71,   29800.88,   16675.46,   22874.68,    8966.54,   21618.16,   33353.01,   50147.93,   63908.85,   73577.28,   45901.61,   56006.88]
Iteration 650000: Loss = -217076.6406, Positive Balance Years =  20, Premiums = [  48129.84,   58189.44,   20497.93,   19094.51,   24483.68,   37555.23,   27283.94,   45154.02,   21421.20,   29584.90,   16476.19,   22732.96,    8906.61,   21644.33,   33467.95,   50352.62,   64190.99,   73933.09,   46326.66,   56497.13]
Iteration 660000: Loss = -217174.2031, Positive Balance Years =  20, Premiums = [  48293.48,   58303.94,   20560.44,   19106.80,   24448.75,   37474.54,   27160.29,   44996.07,   21239.64,   29394.15,   16300.15,   22607.46,    8853.14,   21666.63,   33568.01,   50531.95,   64438.80,   74244.83,   46699.50,   56927.94]
Iteration 670000: Loss = -217283.1875, Positive Balance Years =  20, Premiums = [  48483.86,   58436.87,   20633.31,   19121.66,   24408.79,   37381.66,   27017.67,   44813.77,   21029.82,   29173.65,   16096.71,   22462.73,    8791.74,   21692.94,   33685.17,   50740.36,   64726.32,   74607.95,   47132.59,   57427.67]
Iteration 680000: Loss = -217386.3750, Positive Balance Years =  20, Premiums = [  48672.58,   58569.00,   20705.82,   19136.64,   24369.40,   37289.83,   26876.73,   44633.46,   20822.19,   28955.57,   15895.47,   22319.56,    8731.21,   21719.43,   33801.32,   50947.34,   65011.66,   74968.01,   47561.91,   57923.03]
Iteration 690000: Loss = -217500.2969, Positive Balance Years =  20, Premiums = [  48855.75,   58696.79,   20775.70,   19150.26,   24330.15,   37199.32,   26738.18,   44456.66,   20618.83,   28741.85,   15698.18,   22178.99,    8671.22,   21744.15,   33913.48,   51148.03,   65288.68,   75317.30,   47979.54,   58405.00]
Iteration 700000: Loss = -217604.9375, Positive Balance Years =  20, Premiums = [  49044.34,   58828.91,   20848.02,   19165.07,   24290.58,   37107.40,   26596.88,   44275.84,   20410.89,   28523.29,   15496.53,   22035.45,    8610.44,   21770.20,   34029.20,   51354.78,   65573.69,   75676.69,   48408.79,   58900.28]
Iteration 710000: Loss = -217716.7188, Positive Balance Years =  20, Premiums = [  49230.77,   58958.96,   20919.09,   19179.04,   24250.72,   37015.49,   26456.07,   44096.00,   20204.12,   28306.08,   15296.06,   21892.56,    8549.51,   21795.36,   34143.31,   51558.96,   65856.05,   76032.64,   48833.46,   59390.38]
Iteration 720000: Loss = -217821.3438, Positive Balance Years =  20, Premiums = [  49411.03,   59085.16,   20988.29,   19193.16,   24212.94,   36927.58,   26321.03,   43923.41,   20005.46,   28097.18,   15103.30,   21755.50,    8491.36,   21820.37,   34253.98,   51756.64,   66128.99,   76376.31,   49243.93,   59864.05]
Iteration 730000: Loss = -217923.4375, Positive Balance Years =  20, Premiums = [  49597.95,   59215.79,   21060.06,   19208.13,   24174.11,   36836.53,   26181.36,   43744.89,   19800.03,   27881.34,   14904.14,   21613.75,    8431.47,   21846.43,   34368.81,   51961.43,   66411.61,   76732.22,   49668.52,   60354.19]
Iteration 740000: Loss = -218038.3438, Positive Balance Years =  20, Premiums = [  49788.83,   59348.84,   21132.88,   19222.61,   24133.45,   36742.63,   26037.48,   43561.36,   19588.79,   27659.22,   14699.21,   21467.77,    8369.27,   21872.36,   34485.90,   52170.30,   66700.55,   77096.39,   50103.06,   60855.85]
Iteration 750000: Loss = -218143.3438, Positive Balance Years =  20, Premiums = [  49974.81,   59479.02,   21203.89,   19237.04,   24094.11,   36651.64,   25897.78,   43382.64,   19383.45,   27443.32,   14500.05,   21326.00,    8309.02,   21897.88,   34599.88,   52374.07,   66982.09,   77451.38,   50526.27,   61344.36]
Iteration 760000: Loss = -218245.0938, Positive Balance Years =  20, Premiums = [  50154.93,   59604.63,   21272.86,   19251.01,   24056.26,   36563.68,   25762.84,   43210.16,   19184.95,   27234.83,   14307.64,   21189.09,    8250.94,   21922.88,   34710.47,   52570.95,   67254.98,   77794.65,   50935.82,   61816.95]
Iteration 770000: Loss = -218356.9062, Positive Balance Years =  20, Premiums = [  50347.48,   59739.27,   21346.51,   19265.78,   24015.47,   36469.12,   25618.14,   43025.41,   18972.11,   27011.20,   14101.15,   21042.18,    8188.50,   21949.28,   34828.48,   52782.00,   67546.84,   78162.31,   51374.30,   62323.10]
Iteration 780000: Loss = -218457.9688, Positive Balance Years =  20, Premiums = [  50534.89,   59870.42,   21418.56,   19281.06,   23976.90,   36378.67,   25478.71,   42847.29,   18766.86,   26795.40,   13902.12,   20900.61,    8128.90,   21975.78,   34943.84,   52987.08,   67829.98,   78518.84,   51799.74,   62814.14]
Iteration 790000: Loss = -218567.1250, Positive Balance Years =  20, Premiums = [  50716.95,   59997.50,   21488.04,   19294.78,   23938.05,   36289.01,   25341.32,   42671.68,   18565.09,   26583.35,   13706.36,   20761.14,    8069.47,   22000.47,   35055.57,   53186.50,   68105.60,   78866.51,   52214.80,   63292.98]
Iteration 800000: Loss = -218664.9844, Positive Balance Years =  20, Premiums = [  50908.34,   60131.43,   21562.16,   19310.84,   23899.37,   36197.80,   25200.28,   42491.22,   18357.02,   26364.58,   13504.64,   20617.96,    8009.49,   22028.00,   35173.35,   53395.61,   68394.30,   79229.51,   52648.01,   63792.69]
Iteration 810000: Loss = -218746.1250, Positive Balance Years =  20, Premiums = [  51091.59,   60260.11,   21633.54,   19326.93,   23863.13,   36111.16,   25066.28,   42319.35,   18159.00,   26156.27,   13312.63,   20481.94,    7952.86,   22054.86,   35286.33,   53595.89,   68670.66,   79576.94,   53062.54,   64270.61]
Iteration 820000: Loss = -218883.4531, Positive Balance Years =  20, Premiums = [  51272.32,   60385.31,   21700.87,   19338.07,   23821.33,   36018.48,   24925.32,   42139.97,   17953.11,   25940.02,   13112.85,   20338.88,    7890.38,   22077.21,   35396.16,   53794.10,   68945.70,   79923.96,   53477.84,   64750.17]
Iteration 830000: Loss = -218995.1562, Positive Balance Years =  20, Premiums = [  51455.53,   60513.10,   21770.43,   19351.51,   23781.67,   35927.55,   24786.36,   41962.43,   17749.00,   25725.69,   12914.96,   20197.85,    7829.99,   22101.69,   35508.29,   53994.77,   69223.60,   80274.33,   53896.02,   65232.72]
Iteration 840000: Loss = -219103.6562, Positive Balance Years =  20, Premiums = [  51651.04,   60649.78,   21845.64,   19367.12,   23741.03,   35832.68,   24640.47,   41776.19,   17534.37,   25499.94,   12706.79,   20049.86,    7767.44,   22129.13,   35628.86,   54208.79,   69519.61,   80646.87,   54340.25,   65745.36]
Iteration 850000: Loss = -219214.5000, Positive Balance Years =  20, Premiums = [  51842.92,   60783.76,   21919.01,   19381.89,   23700.51,   35738.69,   24496.44,   41592.31,   17322.63,   25277.35,   12501.41,   19903.64,    7705.36,   22155.56,   35746.59,   54418.97,   69810.18,   81013.01,   54776.70,   66248.97]
Iteration 860000: Loss = -219323.7656, Positive Balance Years =  20, Premiums = [  52029.71,   60914.53,   21990.50,   19396.32,   23661.00,   35647.18,   24355.81,   41412.79,   17116.10,   25060.28,   12301.03,   19761.03,    7644.75,   22181.18,   35861.23,   54623.90,   70093.02,   81369.55,   55202.28,   66740.41]
Iteration 870000: Loss = -219423.4844, Positive Balance Years =  20, Premiums = [  52203.27,   61035.79,   22056.78,   19409.48,   23624.11,   35561.91,   24225.05,   41245.48,   16923.90,   24858.28,   12114.58,   19628.30,    7588.23,   22204.84,   35967.36,   54814.04,   70355.55,   81700.32,   55597.57,   67197.03]
